Order_Date,customer_id,Sales,Category,Device,Country,State
2023-05-07,CUST_0678,242.96,Toys,Desktop,Australia,New South Wales
2023-05-07,CUST_0759,363.2,Beauty,Desktop,United States,New South Wales
2023-05-07,CUST_0424,349.23,Home & Garden,Mobile,United Kingdom,New South Wales
2023-05-07,CUST_0544,262.64,Beauty,Tablet,Australia,British Columbia
2023-05-07,CUST_0005,330.94,Toys,Mobile,United States,California
2023-05-08,CUST_0468,402.69,Beauty,Tablet,United Kingdom,Queensland
2023-05-08,CUST_0689,163.46,Clothing,Mobile,United States,New York
2023-05-08,CUST_0704,177.94,Home & Garden,Mobile,Canada,New York
2023-05-08,CUST_0464,77.71,Sports,Tablet,United Kingdom,British Columbia
2023-05-08,CUST_0369,342.99,Books,Mobile,Australia,Queensland
2023-05-08,CUST_0483,69.79,Toys,Mobile,United Kingdom,New South Wales
2023-05-08,CUST_0644,24.56,Beauty,Desktop,United States,Queensland
2023-05-08,CUST_0442,163.11,Home & Garden,Mobile,United States,Queensland
2023-05-08,CUST_0740,210.09,Sports,Mobile,United Kingdom,California
2023-05-08,CUST_0722,493.24,Clothing,Tablet,Australia,Ontario
2023-05-08,CUST_0634,25.43,Beauty,Tablet,Canada,British Columbia
2023-05-08,CUST_0340,238.18,Toys,Tablet,United States,British Columbia
2023-05-08,CUST_0206,264.95,Clothing,Tablet,Canada,California
2023-05-08,CUST_0433,467.48,Sports,Desktop,United Kingdom,Ontario
2023-05-08,CUST_0524,409.58,Electronics,Tablet,Australia,California
2023-05-09,CUST_0657,11.51,Clothing,Tablet,United Kingdom,British Columbia
2023-05-09,CUST_0257,213.99,Clothing,Mobile,United Kingdom,Texas
2023-05-09,CUST_0457,497.17,Home & Garden,Mobile,Canada,New South Wales
2023-05-09,CUST_0199,114.51,Home & Garden,Desktop,Canada,Texas
2023-05-09,CUST_0209,393.52,Electronics,Tablet,United Kingdom,California
2023-05-09,CUST_0325,455.23,Beauty,Desktop,Canada,New South Wales
2023-05-09,CUST_0166,62.16,Electronics,Desktop,United Kingdom,New South Wales
2023-05-09,CUST_0047,414.16,Beauty,Mobile,Canada,New South Wales
2023-05-09,CUST_0093,257.87,Clothing,Mobile,United States,California
2023-05-09,CUST_0199,251.36,Clothing,Desktop,United Kingdom,New York
2023-05-09,CUST_0055,303.13,Books,Tablet,Australia,Ontario
2023-05-09,CUST_0251,131.26,Toys,Mobile,United Kingdom,New South Wales
2023-05-10,CUST_0475,438.36,Home & Garden,Desktop,United Kingdom,Queensland
2023-05-10,CUST_0249,400.54,Electronics,Desktop,United Kingdom,New South Wales
2023-05-10,CUST_0258,181.61,Books,Tablet,Canada,Texas
2023-05-10,CUST_0563,66.64,Electronics,Tablet,United Kingdom,British Columbia
2023-05-10,CUST_0209,422.3,Sports,Desktop,United Kingdom,Florida
2023-05-10,CUST_0681,350.99,Toys,Mobile,Canada,Ontario
2023-05-10,CUST_0579,123.34,Toys,Desktop,Canada,Queensland
2023-05-10,CUST_0533,332.06,Sports,Desktop,United Kingdom,California
2023-05-10,CUST_0682,460.62,Beauty,Mobile,United Kingdom,Ontario
2023-05-10,CUST_0323,142.54,Clothing,Desktop,United States,Texas
2023-05-10,CUST_0144,340.45,Home & Garden,Tablet,United States,British Columbia
2023-05-10,CUST_0621,71.96,Electronics,Tablet,Canada,New York
2023-05-10,CUST_0090,465.55,Beauty,Mobile,United Kingdom,Florida
2023-05-10,CUST_0733,493.54,Clothing,Desktop,Australia,California
2023-05-11,CUST_0774,397.34,Beauty,Tablet,United States,British Columbia
2023-05-11,CUST_0698,363.43,Beauty,Mobile,United Kingdom,Ontario
2023-05-11,CUST_0487,102.23,Home & Garden,Mobile,Australia,New York
2023-05-11,CUST_0742,125.66,Sports,Tablet,United States,Ontario
2023-05-11,CUST_0666,470.52,Sports,Mobile,United States,British Columbia
2023-05-11,CUST_0364,239.27,Beauty,Mobile,United Kingdom,California
2023-05-11,CUST_0026,396.25,Home & Garden,Tablet,Canada,New South Wales
2023-05-11,CUST_0588,488.84,Toys,Desktop,Australia,Texas
2023-05-11,CUST_0605,328.04,Books,Mobile,Canada,New York
2023-05-11,CUST_0201,182.98,Toys,Tablet,United Kingdom,New York
2023-05-11,CUST_0002,498.72,Beauty,Mobile,Canada,Ontario
2023-05-11,CUST_0472,376.55,Sports,Tablet,United Kingdom,California
2023-05-11,CUST_0352,396.31,Sports,Desktop,Australia,Queensland
2023-05-11,CUST_0477,448.65,Toys,Desktop,Australia,New York
2023-05-11,CUST_0213,46.37,Clothing,Mobile,United Kingdom,New York
2023-05-12,CUST_0711,347.14,Books,Desktop,Canada,New York
2023-05-12,CUST_0147,394.06,Home & Garden,Desktop,United Kingdom,Ontario
2023-05-12,CUST_0047,425.23,Clothing,Tablet,United States,New York
2023-05-12,CUST_0455,339.4,Toys,Mobile,United States,Texas
2023-05-12,CUST_0027,495.15,Electronics,Mobile,United States,British Columbia
2023-05-12,CUST_0592,71.9,Toys,Mobile,Australia,California
2023-05-12,CUST_0366,155.81,Toys,Tablet,United Kingdom,Texas
2023-05-12,CUST_0401,26.5,Books,Tablet,United States,Queensland
2023-05-12,CUST_0106,353.6,Sports,Mobile,United States,Queensland
2023-05-12,CUST_0588,214.42,Home & Garden,Mobile,Canada,California
2023-05-12,CUST_0050,361.0,Books,Desktop,Canada,Ontario
2023-05-12,CUST_0793,298.93,Electronics,Desktop,United States,New York
2023-05-12,CUST_0438,345.8,Electronics,Tablet,United States,Queensland
2023-05-12,CUST_0009,184.12,Books,Desktop,United Kingdom,New South Wales
2023-05-12,CUST_0753,212.41,Beauty,Desktop,United Kingdom,British Columbia
2023-05-13,CUST_0598,123.77,Beauty,Mobile,Australia,Ontario
2023-05-13,CUST_0736,152.72,Electronics,Tablet,United Kingdom,Florida
2023-05-13,CUST_0650,156.05,Toys,Tablet,United Kingdom,California
2023-05-13,CUST_0230,431.94,Sports,Mobile,United Kingdom,New South Wales
2023-05-13,CUST_0167,257.84,Home & Garden,Tablet,Australia,New York
2023-05-13,CUST_0472,419.27,Sports,Mobile,Canada,Florida
2023-05-13,CUST_0529,285.4,Home & Garden,Desktop,Canada,New York
2023-05-13,CUST_0040,451.74,Beauty,Desktop,United States,New South Wales
2023-05-13,CUST_0210,155.09,Electronics,Tablet,Australia,Texas
2023-05-13,CUST_0154,65.36,Clothing,Mobile,United Kingdom,Ontario
2023-05-13,CUST_0121,128.94,Home & Garden,Mobile,Canada,Texas
2023-05-13,CUST_0113,411.03,Electronics,Mobile,Canada,Queensland
2023-05-13,CUST_0106,138.68,Electronics,Desktop,United Kingdom,Ontario
2023-05-13,CUST_0353,314.53,Clothing,Mobile,Australia,New South Wales
2023-05-13,CUST_0483,269.3,Beauty,Mobile,United States,Florida
2023-05-13,CUST_0670,106.03,Books,Desktop,Canada,New South Wales
2023-05-14,CUST_0442,129.66,Home & Garden,Tablet,Canada,New York
2023-05-14,CUST_0256,358.58,Toys,Desktop,Australia,Queensland
2023-05-14,CUST_0639,225.83,Toys,Desktop,Canada,British Columbia
2023-05-14,CUST_0326,366.27,Toys,Mobile,Australia,New South Wales
2023-05-14,CUST_0454,387.37,Beauty,Tablet,United States,Texas
2023-05-14,CUST_0745,320.13,Home & Garden,Mobile,United Kingdom,Queensland
2023-05-14,CUST_0270,360.79,Sports,Mobile,Australia,New York
2023-05-14,CUST_0104,374.73,Sports,Mobile,United States,California
2023-05-14,CUST_0508,138.47,Sports,Desktop,Australia,British Columbia
2023-05-14,CUST_0758,436.24,Toys,Desktop,United States,New York
2023-05-14,CUST_0309,71.52,Books,Mobile,Canada,Ontario
2023-05-14,CUST_0193,138.16,Books,Desktop,Canada,British Columbia
2023-05-14,CUST_0374,391.55,Clothing,Mobile,Australia,British Columbia
2023-05-14,CUST_0059,190.96,Toys,Desktop,Australia,Ontario
2023-05-14,CUST_0561,40.45,Clothing,Desktop,Canada,California
2023-05-14,CUST_0731,318.33,Home & Garden,Desktop,Australia,British Columbia
2023-05-14,CUST_0193,431.74,Beauty,Tablet,Canada,California
2023-05-15,CUST_0250,331.47,Electronics,Desktop,Australia,Florida
2023-05-15,CUST_0336,54.69,Clothing,Mobile,Australia,California
2023-05-15,CUST_0154,287.63,Sports,Desktop,United States,Texas
2023-05-15,CUST_0404,74.77,Electronics,Mobile,United States,New South Wales
2023-05-15,CUST_0408,360.82,Home & Garden,Mobile,Australia,British Columbia
2023-05-15,CUST_0194,111.01,Clothing,Desktop,United States,California
2023-05-15,CUST_0769,315.57,Electronics,Tablet,Australia,Queensland
2023-05-15,CUST_0078,367.92,Clothing,Desktop,Canada,Ontario
2023-05-15,CUST_0350,119.06,Home & Garden,Mobile,Australia,New York
2023-05-15,CUST_0715,393.58,Beauty,Tablet,United States,Queensland
2023-05-15,CUST_0191,395.84,Books,Mobile,Australia,California
2023-05-15,CUST_0724,457.63,Sports,Mobile,United States,New South Wales
2023-05-15,CUST_0651,244.03,Beauty,Desktop,Australia,British Columbia
2023-05-15,CUST_0160,331.75,Home & Garden,Mobile,Canada,British Columbia
2023-05-15,CUST_0544,121.76,Clothing,Mobile,United States,Texas
2023-05-16,CUST_0150,241.76,Electronics,Desktop,Australia,Queensland
2023-05-16,CUST_0194,36.74,Clothing,Desktop,Australia,Ontario
2023-05-16,CUST_0130,364.16,Books,Mobile,United Kingdom,Florida
2023-05-16,CUST_0134,23.76,Beauty,Desktop,Canada,British Columbia
2023-05-16,CUST_0024,325.03,Clothing,Tablet,United Kingdom,California
2023-05-16,CUST_0328,39.42,Clothing,Desktop,Canada,Queensland
2023-05-16,CUST_0509,478.67,Sports,Mobile,Australia,Ontario
2023-05-16,CUST_0793,395.72,Toys,Tablet,Canada,Florida
2023-05-16,CUST_0680,128.68,Clothing,Tablet,United States,California
2023-05-16,CUST_0196,362.47,Sports,Tablet,United States,Texas
2023-05-17,CUST_0725,14.48,Sports,Mobile,United Kingdom,California
2023-05-17,CUST_0056,77.31,Clothing,Mobile,Australia,Queensland
2023-05-17,CUST_0273,353.03,Home & Garden,Tablet,United States,Queensland
2023-05-17,CUST_0166,344.36,Electronics,Tablet,United States,Florida
2023-05-17,CUST_0482,247.41,Clothing,Tablet,Australia,Ontario
2023-05-17,CUST_0757,328.72,Electronics,Desktop,United Kingdom,Queensland
2023-05-17,CUST_0438,136.84,Clothing,Tablet,United Kingdom,Queensland
2023-05-17,CUST_0218,272.75,Beauty,Tablet,United Kingdom,Ontario
2023-05-17,CUST_0428,219.19,Sports,Mobile,Canada,California
2023-05-17,CUST_0690,59.69,Sports,Tablet,United States,Queensland
2023-05-17,CUST_0058,391.73,Electronics,Tablet,United Kingdom,Florida
2023-05-17,CUST_0293,307.07,Clothing,Desktop,United States,California
2023-05-17,CUST_0007,396.46,Books,Desktop,Canada,Queensland
2023-05-17,CUST_0726,215.34,Electronics,Tablet,United States,New York
2023-05-17,CUST_0453,124.42,Home & Garden,Tablet,Australia,Queensland
2023-05-18,CUST_0275,196.2,Toys,Tablet,Canada,New South Wales
2023-05-18,CUST_0547,31.47,Clothing,Mobile,United Kingdom,British Columbia
2023-05-18,CUST_0027,397.35,Toys,Tablet,United Kingdom,British Columbia
2023-05-18,CUST_0607,60.46,Clothing,Mobile,Canada,Ontario
2023-05-18,CUST_0491,232.57,Books,Desktop,Canada,Ontario
2023-05-18,CUST_0199,467.98,Home & Garden,Mobile,Australia,Texas
2023-05-18,CUST_0727,263.87,Home & Garden,Desktop,United States,New York
2023-05-18,CUST_0581,18.59,Electronics,Mobile,United Kingdom,Texas
2023-05-18,CUST_0656,381.31,Home & Garden,Desktop,Canada,Florida
2023-05-18,CUST_0173,60.55,Books,Tablet,Australia,Florida
2023-05-18,CUST_0330,12.8,Electronics,Desktop,United States,Texas
2023-05-19,CUST_0671,46.67,Toys,Mobile,United Kingdom,New South Wales
2023-05-19,CUST_0054,87.13,Sports,Desktop,United States,Ontario
2023-05-19,CUST_0110,218.78,Sports,Mobile,United Kingdom,New South Wales
2023-05-19,CUST_0201,458.9,Electronics,Desktop,United Kingdom,Queensland
2023-05-19,CUST_0491,129.47,Sports,Tablet,United Kingdom,Texas
2023-05-19,CUST_0114,39.4,Beauty,Desktop,Canada,New York
2023-05-19,CUST_0532,78.71,Home & Garden,Desktop,United States,Florida
2023-05-19,CUST_0618,498.7,Books,Mobile,Australia,Queensland
2023-05-19,CUST_0704,484.6,Electronics,Desktop,Australia,Queensland
2023-05-19,CUST_0540,337.2,Toys,Tablet,United Kingdom,Florida
2023-05-19,CUST_0467,200.96,Clothing,Tablet,United Kingdom,New South Wales
2023-05-19,CUST_0335,267.74,Books,Tablet,United Kingdom,California
2023-05-19,CUST_0576,279.36,Beauty,Mobile,Canada,Florida
2023-05-19,CUST_0459,319.81,Home & Garden,Desktop,United Kingdom,New South Wales
2023-05-19,CUST_0563,68.87,Clothing,Tablet,Canada,Texas
2023-05-19,CUST_0220,383.7,Toys,Tablet,Canada,British Columbia
2023-05-20,CUST_0486,271.4,Clothing,Tablet,Australia,Ontario
2023-05-20,CUST_0153,144.08,Electronics,Tablet,United States,Florida
2023-05-20,CUST_0246,144.15,Beauty,Tablet,United Kingdom,Texas
2023-05-20,CUST_0070,484.38,Electronics,Tablet,Canada,Ontario
2023-05-20,CUST_0177,124.77,Electronics,Tablet,Canada,Florida
2023-05-20,CUST_0464,416.1,Sports,Tablet,Canada,Queensland
2023-05-20,CUST_0256,60.77,Electronics,Tablet,Australia,New York
2023-05-20,CUST_0507,218.54,Books,Tablet,Canada,British Columbia
2023-05-20,CUST_0718,495.74,Home & Garden,Desktop,United States,New York
2023-05-20,CUST_0178,180.76,Clothing,Desktop,Canada,New York
2023-05-20,CUST_0416,434.81,Sports,Tablet,United Kingdom,New York
2023-05-20,CUST_0068,316.11,Beauty,Mobile,United Kingdom,British Columbia
2023-05-20,CUST_0598,82.82,Clothing,Tablet,United Kingdom,Ontario
2023-05-20,CUST_0800,14.91,Clothing,Mobile,Canada,Ontario
2023-05-20,CUST_0448,241.55,Toys,Tablet,United Kingdom,New York
2023-05-21,CUST_0007,352.09,Books,Mobile,Canada,Florida
2023-05-21,CUST_0315,208.65,Sports,Tablet,United Kingdom,Texas
2023-05-21,CUST_0315,288.14,Books,Mobile,Australia,Ontario
2023-05-21,CUST_0545,401.31,Toys,Desktop,Australia,Florida
2023-05-21,CUST_0446,248.8,Beauty,Desktop,United Kingdom,Texas
2023-05-21,CUST_0647,175.9,Books,Tablet,Australia,Texas
2023-05-21,CUST_0268,51.67,Toys,Desktop,Australia,Ontario
2023-05-21,CUST_0305,20.15,Home & Garden,Tablet,Canada,British Columbia
2023-05-21,CUST_0779,266.31,Home & Garden,Tablet,United States,Texas
2023-05-21,CUST_0679,293.31,Beauty,Desktop,United Kingdom,California
2023-05-21,CUST_0466,207.03,Sports,Desktop,Australia,New York
2023-05-21,CUST_0305,373.72,Beauty,Tablet,Canada,Ontario
2023-05-21,CUST_0220,129.2,Sports,Mobile,United Kingdom,New South Wales
2023-05-21,CUST_0785,55.81,Beauty,Tablet,Australia,Florida
2023-05-22,CUST_0383,274.3,Toys,Tablet,United States,British Columbia
2023-05-22,CUST_0086,143.67,Sports,Desktop,Australia,Texas
2023-05-22,CUST_0169,168.1,Beauty,Desktop,United Kingdom,Ontario
2023-05-22,CUST_0082,178.38,Books,Mobile,United Kingdom,Ontario
2023-05-22,CUST_0669,53.03,Books,Desktop,United States,Texas
2023-05-22,CUST_0760,222.69,Sports,Desktop,United States,California
2023-05-22,CUST_0298,456.22,Books,Mobile,Canada,Florida
2023-05-22,CUST_0249,169.49,Home & Garden,Tablet,Australia,California
2023-05-22,CUST_0788,112.6,Toys,Tablet,United Kingdom,New South Wales
2023-05-22,CUST_0748,368.95,Clothing,Tablet,Canada,New York
2023-05-22,CUST_0225,406.04,Books,Desktop,United States,British Columbia
2023-05-22,CUST_0629,244.86,Sports,Mobile,United Kingdom,California
2023-05-22,CUST_0168,409.38,Sports,Mobile,Australia,New South Wales
2023-05-22,CUST_0404,385.92,Beauty,Tablet,United States,Florida
2023-05-22,CUST_0676,78.6,Clothing,Tablet,Canada,New York
2023-05-22,CUST_0106,188.74,Sports,Mobile,Canada,Florida
2023-05-23,CUST_0797,482.71,Electronics,Tablet,United States,Ontario
2023-05-23,CUST_0307,286.34,Sports,Mobile,United Kingdom,New South Wales
2023-05-23,CUST_0214,200.37,Home & Garden,Mobile,Canada,Texas
2023-05-23,CUST_0666,206.03,Electronics,Mobile,Australia,New York
2023-05-23,CUST_0113,24.69,Clothing,Mobile,Australia,British Columbia
2023-05-23,CUST_0301,29.51,Sports,Mobile,Australia,Texas
2023-05-23,CUST_0068,430.83,Books,Tablet,Australia,Texas
2023-05-23,CUST_0681,350.51,Toys,Mobile,United Kingdom,Ontario
2023-05-23,CUST_0401,38.51,Home & Garden,Desktop,Australia,New South Wales
2023-05-23,CUST_0618,10.23,Electronics,Desktop,Australia,Florida
2023-05-23,CUST_0466,479.23,Beauty,Desktop,United Kingdom,California
2023-05-23,CUST_0728,165.81,Electronics,Tablet,Canada,Queensland
2023-05-23,CUST_0658,498.01,Clothing,Desktop,Canada,Ontario
2023-05-23,CUST_0027,369.86,Books,Desktop,United States,New York
2023-05-23,CUST_0314,87.38,Sports,Tablet,Canada,British Columbia
2023-05-23,CUST_0788,373.46,Home & Garden,Tablet,Canada,New South Wales
2023-05-23,CUST_0727,396.44,Electronics,Tablet,Canada,British Columbia
2023-05-23,CUST_0564,379.93,Home & Garden,Mobile,United States,New South Wales
2023-05-23,CUST_0725,378.09,Toys,Tablet,United Kingdom,California
2023-05-23,CUST_0319,486.98,Books,Mobile,Australia,Florida
2023-05-23,CUST_0214,22.62,Clothing,Tablet,United Kingdom,Florida
2023-05-23,CUST_0083,280.69,Clothing,Tablet,United States,Texas
2023-05-23,CUST_0252,402.05,Electronics,Mobile,Canada,California
2023-05-24,CUST_0742,421.85,Clothing,Tablet,United States,New South Wales
2023-05-24,CUST_0062,398.39,Sports,Tablet,United Kingdom,Queensland
2023-05-24,CUST_0694,465.66,Beauty,Desktop,Canada,New York
2023-05-24,CUST_0109,230.29,Books,Mobile,United States,British Columbia
2023-05-24,CUST_0670,307.59,Home & Garden,Desktop,United States,Texas
2023-05-24,CUST_0047,251.29,Toys,Tablet,Australia,Texas
2023-05-24,CUST_0447,164.62,Home & Garden,Desktop,Australia,California
2023-05-24,CUST_0434,416.58,Books,Tablet,United Kingdom,New South Wales
2023-05-24,CUST_0292,68.09,Books,Mobile,Australia,Florida
2023-05-24,CUST_0580,131.06,Toys,Mobile,United Kingdom,Florida
2023-05-24,CUST_0625,447.02,Clothing,Mobile,United States,California
2023-05-24,CUST_0008,477.6,Home & Garden,Desktop,Australia,British Columbia
2023-05-24,CUST_0472,343.86,Toys,Mobile,United States,California
2023-05-24,CUST_0597,207.4,Sports,Tablet,Australia,New South Wales
2023-05-24,CUST_0539,361.28,Electronics,Desktop,Canada,New York
2023-05-24,CUST_0532,391.36,Clothing,Mobile,Australia,Florida
2023-05-24,CUST_0452,43.18,Clothing,Tablet,United Kingdom,New South Wales
2023-05-25,CUST_0016,69.19,Books,Tablet,Australia,Texas
2023-05-25,CUST_0525,461.95,Sports,Tablet,Canada,New York
2023-05-25,CUST_0306,77.73,Beauty,Mobile,United Kingdom,Ontario
2023-05-25,CUST_0022,15.06,Books,Tablet,Australia,British Columbia
2023-05-25,CUST_0620,334.81,Sports,Mobile,United States,British Columbia
2023-05-25,CUST_0007,129.89,Electronics,Desktop,Canada,British Columbia
2023-05-25,CUST_0674,433.3,Sports,Mobile,United States,Ontario
2023-05-25,CUST_0282,206.54,Clothing,Mobile,United Kingdom,New York
2023-05-25,CUST_0544,351.87,Electronics,Desktop,United States,Queensland
2023-05-25,CUST_0654,349.95,Home & Garden,Tablet,United Kingdom,British Columbia
2023-05-25,CUST_0608,190.1,Beauty,Tablet,Canada,New York
2023-05-25,CUST_0421,126.78,Beauty,Tablet,United Kingdom,Queensland
2023-05-25,CUST_0082,216.48,Sports,Tablet,United States,Ontario
2023-05-25,CUST_0261,179.81,Home & Garden,Tablet,United Kingdom,New York
2023-05-25,CUST_0094,112.71,Clothing,Desktop,Canada,New South Wales
2023-05-25,CUST_0584,334.51,Electronics,Mobile,Australia,New South Wales
2023-05-26,CUST_0472,369.06,Books,Desktop,Canada,Queensland
2023-05-26,CUST_0215,292.38,Clothing,Mobile,United States,New York
2023-05-26,CUST_0695,38.87,Books,Desktop,United States,California
2023-05-26,CUST_0696,463.73,Electronics,Mobile,Australia,New York
2023-05-26,CUST_0786,396.48,Clothing,Tablet,United Kingdom,Queensland
2023-05-26,CUST_0343,100.71,Sports,Tablet,United States,California
2023-05-26,CUST_0152,83.88,Beauty,Mobile,Canada,Florida
2023-05-26,CUST_0548,89.96,Books,Desktop,Canada,Queensland
2023-05-26,CUST_0093,398.53,Clothing,Mobile,United States,Ontario
2023-05-26,CUST_0611,30.1,Beauty,Tablet,United States,Texas
2023-05-26,CUST_0111,181.45,Toys,Tablet,United States,Texas
2023-05-26,CUST_0418,104.17,Beauty,Desktop,United States,British Columbia
2023-05-26,CUST_0574,475.86,Sports,Mobile,United Kingdom,Texas
2023-05-26,CUST_0495,340.51,Toys,Mobile,United Kingdom,New South Wales
2023-05-26,CUST_0053,197.51,Clothing,Mobile,Australia,Queensland
2023-05-26,CUST_0031,390.5,Home & Garden,Mobile,United Kingdom,California
2023-05-26,CUST_0721,300.04,Home & Garden,Tablet,United Kingdom,New York
2023-05-27,CUST_0351,445.09,Clothing,Tablet,United States,Texas
2023-05-27,CUST_0787,457.0,Sports,Tablet,Canada,New York
2023-05-27,CUST_0429,382.57,Clothing,Mobile,Canada,New York
2023-05-27,CUST_0050,165.82,Toys,Mobile,Canada,British Columbia
2023-05-27,CUST_0634,486.48,Beauty,Desktop,United Kingdom,British Columbia
2023-05-27,CUST_0744,265.64,Beauty,Tablet,United Kingdom,New South Wales
2023-05-27,CUST_0367,109.28,Home & Garden,Desktop,Australia,Texas
2023-05-27,CUST_0554,61.79,Home & Garden,Desktop,Canada,California
2023-05-27,CUST_0500,125.14,Clothing,Mobile,Canada,California
2023-05-27,CUST_0113,401.91,Home & Garden,Mobile,Canada,California
2023-05-27,CUST_0057,301.28,Sports,Mobile,Australia,New South Wales
2023-05-27,CUST_0283,414.37,Clothing,Tablet,Australia,California
2023-05-27,CUST_0376,29.31,Home & Garden,Tablet,United States,California
2023-05-28,CUST_0246,280.48,Clothing,Desktop,Australia,Queensland
2023-05-28,CUST_0015,320.0,Books,Desktop,Australia,New York
2023-05-28,CUST_0608,174.4,Electronics,Mobile,Canada,New South Wales
2023-05-28,CUST_0133,107.75,Sports,Mobile,United States,New South Wales
2023-05-28,CUST_0503,241.99,Toys,Tablet,United States,California
2023-05-28,CUST_0102,200.05,Beauty,Tablet,United States,New York
2023-05-28,CUST_0436,309.36,Toys,Mobile,United Kingdom,British Columbia
2023-05-28,CUST_0308,415.09,Beauty,Desktop,United Kingdom,New South Wales
2023-05-28,CUST_0412,300.14,Clothing,Mobile,Australia,New South Wales
2023-05-28,CUST_0242,25.45,Sports,Tablet,Canada,Texas
2023-05-28,CUST_0763,380.23,Toys,Mobile,United States,New South Wales
2023-05-29,CUST_0103,438.33,Toys,Mobile,United Kingdom,British Columbia
2023-05-29,CUST_0268,209.5,Electronics,Tablet,United States,Ontario
2023-05-29,CUST_0703,234.03,Electronics,Tablet,Australia,British Columbia
2023-05-29,CUST_0619,455.96,Beauty,Desktop,Australia,British Columbia
2023-05-29,CUST_0628,213.38,Clothing,Tablet,Australia,Queensland
2023-05-29,CUST_0341,321.32,Beauty,Mobile,Australia,Texas
2023-05-29,CUST_0567,136.07,Home & Garden,Mobile,Australia,Ontario
2023-05-29,CUST_0177,468.78,Clothing,Tablet,Canada,British Columbia
2023-05-29,CUST_0653,481.89,Home & Garden,Mobile,Canada,British Columbia
2023-05-29,CUST_0721,151.97,Electronics,Tablet,Canada,New York
2023-05-29,CUST_0488,17.03,Electronics,Tablet,Canada,Queensland
2023-05-29,CUST_0122,84.56,Clothing,Mobile,Australia,Queensland
2023-05-29,CUST_0177,79.63,Home & Garden,Mobile,United Kingdom,Florida
2023-05-29,CUST_0092,108.25,Clothing,Tablet,Australia,Texas
2023-05-29,CUST_0384,470.6,Toys,Mobile,United States,Florida
2023-05-29,CUST_0650,128.51,Home & Garden,Tablet,Australia,New South Wales
2023-05-29,CUST_0105,196.46,Sports,Desktop,Australia,Ontario
2023-05-29,CUST_0415,469.83,Beauty,Tablet,Canada,British Columbia
2023-05-30,CUST_0167,441.89,Electronics,Desktop,United Kingdom,New South Wales
2023-05-30,CUST_0735,460.2,Toys,Mobile,United States,California
2023-05-30,CUST_0647,163.57,Electronics,Desktop,Australia,Ontario
2023-05-30,CUST_0460,491.89,Electronics,Desktop,Canada,Texas
2023-05-30,CUST_0068,464.28,Home & Garden,Tablet,Australia,British Columbia
2023-05-30,CUST_0034,282.77,Toys,Mobile,Canada,Queensland
2023-05-30,CUST_0117,234.82,Books,Desktop,Canada,New South Wales
2023-05-30,CUST_0364,356.56,Books,Mobile,United States,New York
2023-05-30,CUST_0724,258.59,Toys,Mobile,United States,California
2023-05-30,CUST_0362,200.06,Clothing,Tablet,United Kingdom,California
2023-05-30,CUST_0528,276.32,Books,Mobile,United States,British Columbia
2023-05-30,CUST_0273,89.73,Sports,Mobile,United Kingdom,Texas
2023-05-30,CUST_0699,499.12,Electronics,Tablet,Canada,New York
2023-05-30,CUST_0398,289.31,Sports,Mobile,Australia,Queensland
2023-05-30,CUST_0188,192.87,Home & Garden,Mobile,Canada,New York
2023-05-30,CUST_0644,395.29,Books,Mobile,United States,Ontario
2023-05-30,CUST_0399,366.31,Books,Tablet,United Kingdom,Ontario
2023-05-30,CUST_0681,33.12,Home & Garden,Desktop,United States,Texas
2023-05-30,CUST_0705,498.67,Home & Garden,Mobile,United Kingdom,Texas
2023-05-30,CUST_0232,139.46,Toys,Mobile,Australia,British Columbia
2023-05-30,CUST_0351,187.28,Clothing,Mobile,Australia,Ontario
2023-05-30,CUST_0758,10.22,Clothing,Desktop,United Kingdom,Texas
2023-05-31,CUST_0568,243.51,Books,Desktop,United Kingdom,New York
2023-05-31,CUST_0149,386.89,Electronics,Mobile,United Kingdom,Ontario
2023-05-31,CUST_0367,116.17,Electronics,Tablet,Canada,Queensland
2023-05-31,CUST_0432,90.14,Beauty,Tablet,United States,Queensland
2023-05-31,CUST_0168,42.12,Home & Garden,Tablet,United Kingdom,Texas
2023-05-31,CUST_0558,142.57,Toys,Mobile,United Kingdom,Texas
2023-05-31,CUST_0436,100.28,Toys,Desktop,United States,California
2023-05-31,CUST_0599,101.72,Clothing,Tablet,Australia,California
2023-05-31,CUST_0084,15.37,Beauty,Mobile,Canada,Ontario
2023-05-31,CUST_0270,356.3,Clothing,Desktop,Australia,California
2023-05-31,CUST_0104,84.74,Toys,Mobile,United Kingdom,California
2023-05-31,CUST_0090,212.75,Home & Garden,Mobile,Australia,California
2023-06-01,CUST_0030,143.9,Toys,Mobile,United Kingdom,British Columbia
2023-06-01,CUST_0007,436.23,Sports,Tablet,Australia,Texas
2023-06-01,CUST_0118,338.78,Sports,Desktop,Australia,Texas
2023-06-01,CUST_0265,263.15,Home & Garden,Tablet,United States,Ontario
2023-06-01,CUST_0608,198.14,Beauty,Tablet,Australia,Ontario
2023-06-01,CUST_0747,327.31,Electronics,Mobile,Canada,New York
2023-06-01,CUST_0088,368.57,Home & Garden,Mobile,Canada,New South Wales
2023-06-01,CUST_0118,406.43,Home & Garden,Desktop,United Kingdom,Florida
2023-06-01,CUST_0452,136.42,Toys,Mobile,United Kingdom,Queensland
2023-06-01,CUST_0581,21.83,Books,Desktop,United Kingdom,New South Wales
